grade,subject_code,subject_label,skill_code,chapter_code,content_type,decision,recommended_action,status,content_id,version_id,code,difficulty,structural_pass,approval_candidate,hard_gates_summary,reasons_summary
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106260,106262,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT-PRACTICE-20260726104912-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106564,106566,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-PLOT-PRACTICE-20260726105133-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106568,106570,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-PLOT-PRACTICE-20260726105135-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,CH-FRENCH-4E-NARRATIVE,assessment,REVIEW,Revue humaine pédagogique requise,draft,106576,106578,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-REVISE-ASSESSMENT-20260726105141-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106572,106574,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-REVISE-PRACTICE-20260726105140-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106588,106590,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-REVISE-PRACTICE-20260726105149-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106596,106598,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-REVISE-PRACTICE-20260726105155-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-TIME,CH-FRENCH-4E-NARRATIVE,assessment,REVIEW,Revue humaine pédagogique requise,draft,106592,106594,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-TIME-ASSESSMENT-20260726105154-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-TIME,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106580,106582,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-TIME-PRACTICE-20260726105147-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-TIME,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106600,106602,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-TIME-PRACTICE-20260726105157-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-TIME,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106616,106618,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-TIME-PRACTICE-20260726105204-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,assessment,REVIEW,Revue humaine pédagogique requise,draft,106604,106606,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-ASSESSMENT-20260726105158-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,challenge,REVIEW,Revue humaine pédagogique requise,draft,104656,104658,PILOT-0012B-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-CHALLENGE-20260725214611-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,challenge,REVIEW,Revue humaine pédagogique requise,draft,104660,104662,PILOT-0012B-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-CHALLENGE-20260725214611-2,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,challenge,REVIEW,Revue humaine pédagogique requise,draft,104664,104666,PILOT-0012B-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-CHALLENGE-20260725214611-3,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106584,106586,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-PRACTICE-20260726105148-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106608,106610,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-PRACTICE-20260726105159-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106612,106614,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT-PRACTICE-20260726105204-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-GN,CH-FRENCH-4E-SPELLING,assessment,REVIEW,Revue humaine pédagogique requise,draft,106644,106646,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-GN-ASSESSMENT-20260726105218-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-GN,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106632,106634,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-GN-PRACTICE-20260726105216-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-GN,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106648,106650,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-GN-PRACTICE-20260726105222-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-GN,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106652,106654,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-GN-PRACTICE-20260726105232-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,CH-FRENCH-4E-SPELLING,assessment,REVIEW,Revue humaine pédagogique requise,draft,106660,106662,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-HOMOPHONES-ASSESSMENT-20260726105434-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106656,106658,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-HOMOPHONES-PRACTICE-20260726105434-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106672,106674,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-HOMOPHONES-PRACTICE-20260726105439-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106684,106686,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-HOMOPHONES-PRACTICE-20260726105443-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106664,106666,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-PARTICIPLE-PRACTICE-20260726105436-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106676,106678,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-PARTICIPLE-PRACTICE-20260726105439-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106688,106690,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-PARTICIPLE-PRACTICE-20260726105444-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-REVISE,CH-FRENCH-4E-SPELLING,assessment,REVIEW,Revue humaine pédagogique requise,draft,106696,106698,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-REVISE-ASSESSMENT-20260726105449-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-REVISE,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106668,106670,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-REVISE-PRACTICE-20260726105437-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-REVISE,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106680,106682,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-REVISE-PRACTICE-20260726105442-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-REVISE,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106700,106702,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-REVISE-PRACTICE-20260726105451-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,assessment,REVIEW,Revue humaine pédagogique requise,draft,106692,106694,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-SV-ASSESSMENT-20260726105448-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,104632,104634,PILOT-0012B-AI-ENR-FRENCH-4E-SPELLING-SV-DIAGNOSTIC-20260725214259-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,104636,104638,PILOT-0012B-AI-ENR-FRENCH-4E-SPELLING-SV-DIAGNOSTIC-20260725214259-2,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,104640,104642,PILOT-0012B-AI-ENR-FRENCH-4E-SPELLING-SV-DIAGNOSTIC-20260725214352-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106708,106710,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-SV-PRACTICE-20260726105452-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106712,106714,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-SV-PRACTICE-20260726105456-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-SV,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106740,106742,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-SV-PRACTICE-20260726105504-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,assessment,REVIEW,Revue humaine pédagogique requise,draft,106732,106734,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-ASSESSMENT-20260726105504-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106728,106730,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-PRACTICE-20260726105502-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106736,106738,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-PRACTICE-20260726105504-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106764,106766,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-PRACTICE-20260726105513-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,remediation,REVIEW,Revue humaine pédagogique requise,draft,104644,104646,PILOT-0012B-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-REMEDIATION-20260725214437-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,remediation,REVIEW,Revue humaine pédagogique requise,draft,104648,104650,PILOT-0012B-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-REMEDIATION-20260725214511-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,CH-FRENCH-4E-VOCAB,remediation,REVIEW,Revue humaine pédagogique requise,draft,104652,104654,PILOT-0012B-AI-ENR-FRENCH-4E-VOCAB-CONTEXT-REMEDIATION-20260725214511-2,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FIGURE,CH-FRENCH-4E-VOCAB,assessment,REVIEW,Revue humaine pédagogique requise,draft,106752,106754,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FIGURE-ASSESSMENT-20260726105509-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FIGURE,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106780,106782,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FIGURE-PRACTICE-20260726105523-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FIGURE,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,109216,109218,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FIGURE-PRACTICE-20260726111908-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,Explanation discusses absent alternative options; remove that editorial residue.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FORMATION,CH-FRENCH-4E-VOCAB,assessment,REVIEW,Revue humaine pédagogique requise,draft,106760,106762,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FORMATION-ASSESSMENT-20260726105513-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FORMATION,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106772,106774,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FORMATION-PRACTICE-20260726105521-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FORMATION,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106784,106786,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FORMATION-PRACTICE-20260726105524-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FORMATION,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106816,106818,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FORMATION-PRACTICE-20260726105537-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REGISTER,CH-FRENCH-4E-VOCAB,assessment,REVIEW,Revue humaine pédagogique requise,draft,106768,106770,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REGISTER-ASSESSMENT-20260726105519-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REGISTER,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106776,106778,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REGISTER-PRACTICE-20260726105523-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REGISTER,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106788,106790,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REGISTER-PRACTICE-20260726105525-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REGISTER,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106832,106834,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REGISTER-PRACTICE-20260726105540-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REUSE,CH-FRENCH-4E-VOCAB,assessment,REVIEW,Revue humaine pédagogique requise,draft,106796,106798,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REUSE-ASSESSMENT-20260726105527-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REUSE,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106792,106794,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REUSE-PRACTICE-20260726105526-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REUSE,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106800,106802,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REUSE-PRACTICE-20260726105528-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-REUSE,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106804,106806,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-REUSE-PRACTICE-20260726105534-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-COMPREHENSION,CH-FRENCH-4E-COMPREHENSION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106344,106346,DRAFT-0012C-AI-FRENCH-4E-COMPREHENSION-ASSESSMENT-20260726104943-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
