question_id,subject,year,skill,issue_type,priority,mapping_confidence,compatibility_confidence,reliability_score,warnings
2618,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2619,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2620,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2723,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2724,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2726,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3006,FRENCH,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3009,FRENCH,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3015,FRENCH,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3017,FRENCH,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3020,FRENCH,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,92.18,0.67,0.75,0.621,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2396,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2137,MATHEMATICS,2023,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2140,MATHEMATICS,2023,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2141,MATHEMATICS,2023,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2349,MATHEMATICS,2024,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2542,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2543,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2545,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2546,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2547,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2548,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2736,MATHEMATICS,2026,EQUATIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3038,MATHEMATICS,2021,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3039,MATHEMATICS,2021,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3040,MATHEMATICS,2021,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3041,MATHEMATICS,2021,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3042,MATHEMATICS,2021,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,91.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2786,HISTORY_GEOGRAPHY_EMC,2026,GUERRE_FROIDE_SKILL,NONE,91.08,0.67,0.7,0.773,
2800,HISTORY_GEOGRAPHY_EMC,2022,GUERRE_FROIDE_SKILL,NONE,91.08,0.67,0.7,0.773,
2934,HISTORY_GEOGRAPHY_EMC,2018,GUERRE_FROIDE_SKILL,NONE,91.08,0.67,0.7,0.773,
2198,MATHEMATICS,2023,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2362,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2423,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2426,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2427,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2428,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2429,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2430,FRENCH,2024,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2725,FRENCH,2025,EXPRESSION_ECRITE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3010,FRENCH,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,90.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2688,HISTORY_GEOGRAPHY_EMC,2025,SECONDE_GUERRE_MONDIALE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,89.54,0.91,0.75,0.686,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2690,HISTORY_GEOGRAPHY_EMC,2025,SECONDE_GUERRE_MONDIALE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,89.54,0.91,0.75,0.686,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2691,HISTORY_GEOGRAPHY_EMC,2025,SECONDE_GUERRE_MONDIALE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,89.54,0.91,0.75,0.686,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1997,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1998,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1999,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2000,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2001,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2002,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2003,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2008,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2068,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2069,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2070,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2071,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2073,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2109,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2110,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2111,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2112,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2113,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2114,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2116,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2117,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2118,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2119,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2165,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2166,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2167,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2168,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2169,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2170,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2173,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2174,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2175,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2176,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2210,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2211,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2212,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2213,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2214,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2319,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2320,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2321,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2322,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2323,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2324,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2326,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2408,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2517,SCIENCES,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2520,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2521,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2522,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2523,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2524,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2525,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2607,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2608,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2609,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2610,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2611,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2672,SCIENCES,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2687,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2779,HISTORY_GEOGRAPHY_EMC,2026,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2780,HISTORY_GEOGRAPHY_EMC,2026,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2781,HISTORY_GEOGRAPHY_EMC,2026,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2782,HISTORY_GEOGRAPHY_EMC,2026,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2783,HISTORY_GEOGRAPHY_EMC,2026,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2795,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2796,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2797,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2798,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2799,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2801,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2802,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2803,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2804,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2805,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
