grade_code,subject_code,subject_label,chapter_code,chapter_title,chapter_status,skill_code,skill_title,content_type,content_family,difficulty,approved_production_count,draft_count,eligible_for_homework
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-FRENCH-4E-GRAMMAR,Mobiliser : Grammaire,exam_practice,assessment,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-FRENCH-4E-GRAMMAR,Mobiliser : Grammaire,exercise,practice,3,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-FRENCH-4E-GRAMMAR,Mobiliser : Grammaire,worked_example,other,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,challenge,challenge,2,0,3,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-FRENCH-4E-NARRATIVE,Mobiliser : Rédaction narrative,exam_practice,assessment,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-FRENCH-4E-NARRATIVE,Mobiliser : Rédaction narrative,exercise,practice,3,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-FRENCH-4E-NARRATIVE,Mobiliser : Rédaction narrative,worked_example,other,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,Accorder le participe passé dans les cas étudiés,exam_practice,assessment,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,Accorder le participe passé dans les cas étudiés,exercise,practice,3,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,diagnostic,diagnostic,2,0,3,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-FRENCH-4E-SPELLING,Mobiliser : Orthographe,exam_practice,assessment,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-FRENCH-4E-SPELLING,Mobiliser : Orthographe,exercise,practice,3,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-FRENCH-4E-SPELLING,Mobiliser : Orthographe,worked_example,other,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,remediation,remediation,2,0,3,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FIGURE,Interpréter une expression figurée,exam_practice,assessment,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FIGURE,Interpréter une expression figurée,exercise,practice,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,assessment,assessment,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,practice,practice,1,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,practice,practice,2,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,practice,practice,3,0,1,False
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-FRENCH-4E-VOCAB,Mobiliser : Vocabulaire précis,exam_practice,assessment,2,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-FRENCH-4E-VOCAB,Mobiliser : Vocabulaire précis,exercise,practice,3,1,0,True
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-FRENCH-4E-VOCAB,Mobiliser : Vocabulaire précis,worked_example,other,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-ACTOR,Expliquer le rôle d'un acteur,assessment,assessment,2,0,1,False
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-ACTOR,Expliquer le rôle d'un acteur,practice,practice,2,0,1,False
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-FLOW,Identifier des flux mondialisés,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-FLOW,Identifier des flux mondialisés,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-INTEGRATION,Comparer l'intégration des territoires,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-INTEGRATION,Comparer l'intégration des territoires,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-MAP,Construire une représentation de réseaux,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-MARITIME,Analyser un espace maritime,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-MARITIME,Analyser un espace maritime,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-GEOGRAPHY-4E-GLOBALIZATION,Expliquer l'intégration différenciée des territoires,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-GEOGRAPHY-4E-GLOBALIZATION,Expliquer l'intégration différenciée des territoires,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-CAUSE,Distinguer causes de mobilité,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-CAUSE,Distinguer causes de mobilité,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-EFFECT,Analyser des effets territoriaux,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MAP,Lire une carte de flux,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MAP,Lire une carte de flux,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MIGRATION,Expliquer un flux migratoire,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MIGRATION,Expliquer un flux migratoire,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-TOURISM,Caractériser une mobilité touristique,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-TOURISM,Caractériser une mobilité touristique,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-GEOGRAPHY-4E-MOBILITY,Analyser des flux migratoires et touristiques,assessment,assessment,2,0,1,False
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-GEOGRAPHY-4E-MOBILITY,Analyser des flux migratoires et touristiques,practice,practice,2,0,1,False
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-GROWTH,Décrire la croissance urbaine,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-GROWTH,Décrire la croissance urbaine,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-INEQUALITY,Analyser des inégalités urbaines,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-LANDSCAPE,Interpréter un paysage urbain,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-LANDSCAPE,Interpréter un paysage urbain,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-MAP,Construire un croquis d'organisation,assessment,assessment,2,0,1,False
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-MAP,Construire un croquis d'organisation,practice,practice,2,0,1,False
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-METROPOLIZATION,Expliquer la métropolisation,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-METROPOLIZATION,Expliquer la métropolisation,exercise,practice,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-GEOGRAPHY-4E-URBANIZATION,Comparer des espaces et dynamiques urbaines,exam_practice,assessment,2,1,0,True
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-GEOGRAPHY-4E-URBANIZATION,Comparer des espaces et dynamiques urbaines,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-ENLIGHTENMENT,Expliquer les idées des Lumières,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-ENLIGHTENMENT,Expliquer les idées des Lumières,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-REVOLUTION,Comparer les révolutions atlantiques,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-REVOLUTION,Comparer les révolutions atlantiques,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-SLAVERY,Caractériser traites et esclavage,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-SLAVERY,Caractériser traites et esclavage,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-SOURCE,Interpréter une source du XVIIIe siècle,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-TRADE,Expliquer les échanges atlantiques,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-TRADE,Expliquer les échanges atlantiques,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-HISTORY-4E-18TH,Expliquer les transformations politiques et économiques du XVIIIe siècle,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-HISTORY-4E-18TH,Expliquer les transformations politiques et économiques du XVIIIe siècle,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-COLONIZATION,Caractériser la colonisation,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-COLONIZATION,Caractériser la colonisation,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-INDUSTRIALIZATION,Expliquer l'industrialisation,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-INDUSTRIALIZATION,Expliquer l'industrialisation,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-MIGRATION,Relier industrialisation et mobilités,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-MIGRATION,Relier industrialisation et mobilités,exercise,practice,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-SOCIETY,Analyser les transformations sociales,exam_practice,assessment,2,1,0,True
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-SOCIETY,Analyser les transformations sociales,exercise,practice,2,1,0,True
