question_id,subject,skill,previous_status,final_status,reason,confidence,validator_version
2167,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2168,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2169,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2170,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2171,HISTORY_GEOGRAPHY_EMC,PREMIERE_GUERRE_MONDIALE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2172,HISTORY_GEOGRAPHY_EMC,PREMIERE_GUERRE_MONDIALE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2173,HISTORY_GEOGRAPHY_EMC,SOCIETE_AU_XIXE_SIECLE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2174,HISTORY_GEOGRAPHY_EMC,SOCIETE_AU_XIXE_SIECLE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2175,HISTORY_GEOGRAPHY_EMC,SOCIETE_AU_XIXE_SIECLE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2176,HISTORY_GEOGRAPHY_EMC,SOCIETE_AU_XIXE_SIECLE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2177,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2178,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2179,MATHEMATICS,PROPORTIONNALITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2180,MATHEMATICS,PROPORTIONNALITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2181,MATHEMATICS,PROPORTIONNALITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2182,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2183,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2184,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2185,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2186,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2187,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2188,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2189,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2190,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2191,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2192,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2193,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2194,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2195,MATHEMATICS,PROBABILITES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2196,MATHEMATICS,PROBABILITES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2197,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2198,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2199,MATHEMATICS,ALGORITHMIQUE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2200,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2201,MATHEMATICS,ALGORITHMIQUE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2202,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2203,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2204,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2205,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2206,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2207,HISTORY_GEOGRAPHY_EMC,GUERRE_FROIDE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2208,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2209,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2210,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2211,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2212,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2213,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2214,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2215,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2216,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2217,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2218,MATHEMATICS,PROBABILITES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2219,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2220,MATHEMATICS,CALCUL_LITTERAL_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2221,MATHEMATICS,CALCUL_LITTERAL_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2222,MATHEMATICS,CALCUL_LITTERAL_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2223,MATHEMATICS,CALCUL_LITTERAL_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2224,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2225,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2226,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2227,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2228,MATHEMATICS,PROPORTIONNALITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2229,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2230,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2231,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2232,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2233,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2234,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2235,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2236,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2237,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2238,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2239,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2240,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2241,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2242,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2243,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2244,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2245,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2246,SCIENCES,ENERGIE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2247,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2248,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2249,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2250,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2251,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2252,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2253,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2254,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2255,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2256,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2257,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2258,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2259,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2260,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2261,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2262,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2263,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2264,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2265,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2266,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2267,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2268,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2269,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2270,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2271,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2272,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2273,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2274,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2275,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2276,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2277,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2278,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2279,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2280,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2281,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2282,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2283,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2284,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2285,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2286,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2287,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2288,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2289,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2290,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2291,MATHEMATICS,PROBABILITES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2292,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2293,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2294,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2295,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2296,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2297,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2298,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2299,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2300,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2301,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2302,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2303,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2304,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2305,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2306,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2307,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2308,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2309,FRENCH,ORTHOGRAPHE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2310,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2311,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2312,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2313,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2314,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2315,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2316,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2317,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2318,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2319,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2320,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2321,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2322,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2323,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2324,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2325,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2326,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2327,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2328,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2329,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2330,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2331,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2332,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2333,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2334,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2335,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2336,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2337,MATHEMATICS,PROBABILITES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2338,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2339,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2340,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2341,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2342,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2343,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2344,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2345,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2346,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2347,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2348,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2349,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2350,MATHEMATICS,EQUATIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2351,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
